[-0.224609375, -0.140625, -0.59375, -0.466796875, 0.03125, 0.16796875, 0.142578125, 0.24609375, 0.310546875, 0.10009765625, -0.376953125, -0.13671875, 0.283203125, 0.177734375, -0.283203125, -0.494140625],[-5.15625, -10.125, -6.3125, -5.78125, -12.1875, -9.3125, -5.96875, -8.1875, -4.84375, -7.0, -5.65625, -9.5625, -9.1875, -12.5, -5.5, -7.96875]
[0.66015625, 0.48046875, 0.3203125, 0.19140625, 0.0272216796875, -0.10400390625, -0.328125, -0.1884765625, -0.515625, -0.1904296875, 0.33984375, -0.2021484375, -0.361328125, 0.314453125, 0.53515625, 0.10888671875],[-5.625, -10.9375, -6.8125, -6.21875, -13.0, -9.9375, -6.34375, -8.75, -5.15625, -7.4375, -6.0, -10.3125, -9.875, -13.4375, -5.90625, -8.625]
[-0.1572265625, 0.498046875, 0.455078125, 0.455078125, 0.09619140625, -0.2109375, 0.166015625, -0.66796875, -0.1328125, -0.3515625, -0.1328125, 0.828125, 0.035400390625, -0.076171875, 0.4765625, 0.66015625],[-5.1875, -10.1875, -6.34375, -5.78125, -12.25, -9.375, -5.96875, -8.25, -4.84375, -7.03125, -5.6875, -9.6875, -9.25, -12.625, -5.5, -8.0]
[-0.7109375, -0.57421875, 0.42578125, 0.404296875, 0.255859375, 0.365234375, -0.16796875, -0.546875, -0.1806640625, -0.4375, -0.058837890625, 0.4609375, 0.431640625, -0.62890625, -0.1494140625, 0.16796875],[-5.1875, -10.1875, -6.40625, -5.84375, -12.1875, -9.375, -6.0, -8.1875, -4.875, -7.0, -5.6875, -9.625, -9.25, -12.625, -5.5, -8.0]
[0.7734375, 0.0771484375, -0.2041015625, -0.279296875, 0.014892578125, 0.515625, -0.58984375, 0.326171875, -0.6328125, -1.046875, 0.1845703125, -0.2099609375, 0.19140625, 0.298828125, 0.59765625, -0.58203125],[-5.375, -10.4375, -6.625, -5.96875, -12.5, -9.5625, -6.15625, -8.4375, -5.0, -7.1875, -5.8125, -9.875, -9.4375, -12.9375, -5.71875, -8.3125]
[0.15234375, 0.1787109375, 0.140625, 0.12451171875, -0.00390625, 0.28125, -0.06494140625, -0.11083984375, 0.0810546875, -0.1640625, -0.0771484375, 0.1220703125, -0.287109375, -0.05517578125, 0.0262451171875, 0.05224609375],[-5.3125, -10.4375, -6.5, -5.96875, -12.5, -9.5625, -6.09375, -8.375, -4.96875, -7.1875, -5.78125, -9.875, -9.4375, -12.875, -5.65625, -8.1875]
[0.70703125, -0.78515625, -0.349609375, -0.201171875, -0.267578125, 0.91796875, -0.96875, 1.03125, -0.41796875, 0.1396484375, 0.65234375, -0.984375, -0.7109375, -0.294921875, -0.232421875, -0.78515625],[-5.21875, -10.0625, -6.40625, -5.9375, -12.0625, -9.3125, -5.96875, -8.125, -4.90625, -6.90625, -5.59375, -9.5625, -9.1875, -12.5, -5.53125, -8.0625]
[0.359375, 0.138671875, 0.09326171875, 0.33203125, -0.373046875, 0.27734375, -0.322265625, 0.27734375, -0.345703125, 0.0771484375, 0.318359375, 0.044677734375, -0.69140625, -0.17578125, 0.35546875, 0.2275390625],[-5.1875, -10.125, -6.34375, -5.8125, -12.125, -9.3125, -5.90625, -8.1875, -4.84375, -6.9375, -5.625, -9.5625, -9.1875, -12.5, -5.5, -8.0]
[-0.234375, 0.365234375, -0.388671875, -0.5234375, 0.30078125, -0.0869140625, 0.4296875, -0.058349609375, 0.56640625, 0.609375, -0.498046875, -0.52734375, -0.1982421875, 0.734375, -0.474609375, -0.4140625],[-5.21875, -10.1875, -6.34375, -5.8125, -12.1875, -9.375, -6.0, -8.25, -4.84375, -7.03125, -5.65625, -9.625, -9.25, -12.5625, -5.53125, -8.0]
[0.54296875, 0.75, 0.09130859375, 0.01092529296875, 0.259765625, -0.427734375, 0.00081634521484375, -0.30078125, -0.328125, -0.0556640625, 0.064453125, 0.146484375, -0.0751953125, 0.53515625, 0.54296875, 0.0751953125],[-5.0625, -9.875, -6.09375, -5.625, -11.8125, -9.0625, -5.75, -7.96875, -4.6875, -6.75, -5.46875, -9.3125, -8.9375, -12.125, -5.3125, -7.75]
